Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H1,Pro,2021/04/13,19043.928,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2021/09/16,22000.194,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2021/11/09,22000.318,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2021/12/14,22000.376,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2022/01/11,22000.434,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2022/02/15,22000.493,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2022/03/15,22000.556,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2022/04/19,22000.613,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2041,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationPsmDoStateChange,,,Windows 11,21H2,Pro,2022/05/17,22000.675,CoreApplication - Quiesce - PSM called PsmDoStateChange,
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 8,8,Pro,1970/01/01,9200.0,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 8.1,8.1,Pro,1970/01/01,9600.0,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1507,Pro,2015/07/29,10240.0,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1511,Pro,1970/01/01,10586.0,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1511,Enterprise,2016/02/09,10586.104,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1511,Pro,2016/03/08,10586.164,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1607,Pro,2016/11/08,14393.447,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1703,Pro,2017/03/20,15063.0,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1703,Pro,2017/06/13,15063.413,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1703,Pro,2017/07/11,15063.483,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1709,Pro,2017/12/12,16299.125,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1709,Pro,2017/11/14,16299.15,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1709,Pro,2017/11/14,16299.64,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,1970/01/01,17134.1,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/09/10,17134.1006,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2018/06/12,17134.112,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2018/08/14,17134.228,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2018/09/11,17134.285,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/01/08,17134.523,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/03/12,17134.648,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/04/09,17134.706,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/05/19,17134.766,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/06/11,17134.829,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/07/09,17134.885,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/08/13,17134.95,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/02/11,17763.1039,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2018/11/13,17763.107,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/03/12,17763.1098,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/04/14,17763.1158,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/05/12,17763.1217,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/06/09,17763.1282,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/07/14,17763.1339,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/08/11,17763.1397,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/09/08,17763.1457,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/10/13,17763.1518,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2020/11/10,17763.1577,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2018/12/11,17763.194,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1803,Pro,2019/01/08,17763.253,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/02/12,17763.316,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/03/12,17763.379,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/04/09,17763.437,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/05/19,17763.504,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/06/11,17763.557,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/07/09,17763.615,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows 10,1809,Pro,2019/08/13,17763.678,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
2042,0,Information,Microsoft-Windows-CoreApplication/Tracing,CoreApplicationQuiescePsmBlockUnblockASTA,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,CoreApplication - Suspend - Calling PsmBlockUnblock ({BlockUnblockBool}) for ASTA {ThreadId},{BlockUnblockBool} | {ThreadId}
