Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1809,Pro,2020/06/09,17763.1282,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1809,Pro,2020/05/12,17763.1217,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1809,Pro,2020/04/14,17763.1158,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1809,Pro,2020/03/12,17763.1098,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1809,Pro,2018/11/13,17763.107,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2018/11/13,17763.107,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1809,Pro,2020/02/11,17763.1039,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/08/13,17134.95,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/07/09,17134.885,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/06/11,17134.829,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/05/19,17134.766,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/04/09,17134.706,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/03/12,17134.648,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/01/08,17134.523,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2018/09/11,17134.285,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2018/08/14,17134.228,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2018/06/12,17134.112,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,2019/09/10,17134.1006,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1803,Pro,1970/01/01,17134.1,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1709,Pro,2017/11/14,16299.64,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1709,Pro,2017/11/14,16299.15,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1709,Pro,2017/12/12,16299.125,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1703,Pro,2017/07/11,15063.483,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1703,Pro,2017/06/13,15063.413,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1703,Pro,2017/03/20,15063.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1607,Pro,2016/11/08,14393.447,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1511,Pro,2016/03/08,10586.164,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1511,Enterprise,2016/02/09,10586.104,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1511,Pro,1970/01/01,10586.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,1507,Pro,2015/07/29,10240.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 8.1,8.1,Pro,1970/01/01,9600.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 8,8,Pro,1970/01/01,9200.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2005,0,Information,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 7,SP1,Ultimate,1970/01/01,7601.0,Sync succeeded.{Path}Operation: {Operation},{Path} | {Operation}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,22H2,Pro,2023/01/17,19045.2486,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2023/02/21,19044.2604,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2023/01/17,19044.2486,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/12/20,19043.2364,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2021/05/11,19041.985,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2021/04/13,19041.928,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2021/03/09,19041.867,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2021/02/09,19041.804,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2021/01/12,19041.746,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2020/12/08,19041.685,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
2006,0,Warning,Microsoft-Windows-OfflineFiles/SyncLog,,,,Windows 10,2004,Pro,2020/11/10,19041.63,Sync failed.{Path}Operation: {Operation}Result: {Result},{Path} | {Operation} | {Result}
